year,county,Description,LineCode,GeoFips,GDP_Change
2016,Washington,Private industries,2.0,8121,-15
2016,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,-61.8
2016,Washington,Real estate and rental and leasing,56.0,8121,8.3
2016,Washington,Government and government enterprises,83.0,8121,-0.6
2016,Weld,All industry total,1.0,8123,-0.3
2016,Weld,Private industries,2.0,8123,-0.6
2016,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,0.1
2016,Weld,Real estate and rental and leasing,56.0,8123,8.8
2016,Weld,Government and government enterprises,83.0,8123,3.2
2016,Yuma,All industry total,1.0,8125,3.4
2016,Yuma,Private industries,2.0,8125,3.3
2016,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,28.6
2016,Yuma,Real estate and rental and leasing,56.0,8125,5.9
2016,Yuma,Government and government enterprises,83.0,8125,3.9
2017,Adams,All industry total,1.0,8001,8
2017,Adams,Private industries,2.0,8001,8.1
2017,Adams,"Agriculture, forestry, fishing and hunting",3.0,8001,-11.8
2017,Adams,Real estate and rental and leasing,56.0,8001,5.8
2017,Adams,Government and government enterprises,83.0,8001,7.6
2017,Alamosa,All industry total,1.0,8003,2.6
2017,Alamosa,Private industries,2.0,8003,2.3
2017,Alamosa,"Agriculture, forestry, fishing and hunting",3.0,8003,-64.5
2017,Alamosa,Real estate and rental and leasing,56.0,8003,7.4
2017,Alamosa,Government and government enterprises,83.0,8003,4
2017,Arapahoe,All industry total,1.0,8005,3.3
2017,Arapahoe,Private industries,2.0,8005,3.3
2017,Arapahoe,"Agriculture, forestry, fishing and hunting",3.0,8005,129.4
2017,Arapahoe,Real estate and rental and leasing,56.0,8005,5.5
2017,Arapahoe,Government and government enterprises,83.0,8005,3
2017,Archuleta,All industry total,1.0,8007,5.5
2017,Archuleta,Private industries,2.0,8007,5.5
2017,Archuleta,"Agriculture, forestry, fishing and hunting",3.0,8007,(D)
2017,Archuleta,Real estate and rental and leasing,56.0,8007,7.1
2017,Archuleta,Government and government enterprises,83.0,8007,5
2017,Baca,All industry total,1.0,8009,71.6
2017,Baca,Private industries,2.0,8009,102.4
2017,Baca,"Agriculture, forestry, fishing and hunting",3.0,8009,1715.4
2017,Baca,Real estate and rental and leasing,56.0,8009,(D)
2017,Baca,Government and government enterprises,83.0,8009,2.7
2017,Bent,All industry total,1.0,8011,-2.6
2017,Bent,Private industries,2.0,8011,-3.8
2017,Bent,"Agriculture, forestry, fishing and hunting",3.0,8011,-48.1
2017,Bent,Real estate and rental and leasing,56.0,8011,(D)
2017,Bent,Government and government enterprises,83.0,8011,3.5
2017,Boulder,All industry total,1.0,8013,7.4
2017,Boulder,Private industries,2.0,8013,7.8
2017,Boulder,"Agriculture, forestry, fishing and hunting",3.0,8013,30
2017,Boulder,Real estate and rental and leasing,56.0,8013,10
2017,Boulder,Government and government enterprises,83.0,8013,4.8
2017,Broomfield,All industry total,1.0,8014,9.6
2017,Broomfield,Private industries,2.0,8014,9.6
2017,Broomfield,"Agriculture, forestry, fishing and hunting",3.0,8014,(D)
2017,Broomfield,Real estate and rental and leasing,56.0,8014,6.7
2017,Broomfield,Government and government enterprises,83.0,8014,6.5
2017,Chaffee,All industry total,1.0,8015,7.6
2017,Chaffee,Private industries,2.0,8015,7.8
2017,Chaffee,"Agriculture, forestry, fishing and hunting",3.0,8015,3.1
2017,Chaffee,Real estate and rental and leasing,56.0,8015,8.8
2017,Chaffee,Government and government enterprises,83.0,8015,6.7
2017,Cheyenne,All industry total,1.0,8017,19.4
2017,Cheyenne,Private industries,2.0,8017,21.9
2017,Cheyenne,"Agriculture, forestry, fishing and hunting",3.0,8017,209.4
2017,Cheyenne,Real estate and rental and leasing,56.0,8017,(D)
2017,Cheyenne,Government and government enterprises,83.0,8017,2.8
2017,Conejos,All industry total,1.0,8021,11.6
2017,Conejos,Private industries,2.0,8021,13.2
2017,Conejos,"Agriculture, forestry, fishing and hunting",3.0,8021,28
2017,Conejos,Real estate and rental and leasing,56.0,8021,(D)
2017,Conejos,Government and government enterprises,83.0,8021,2.1
2017,Costilla,All industry total,1.0,8023,11.4
2017,Costilla,Private industries,2.0,8023,13.1
2017,Costilla,"Agriculture, forestry, fishing and hunting",3.0,8023,114.1
2017,Costilla,Real estate and rental and leasing,56.0,8023,(D)
2017,Costilla,Government and government enterprises,83.0,8023,4.4
2017,Crowley,All industry total,1.0,8025,-6.4
2017,Crowley,Private industries,2.0,8025,-9.5
2017,Crowley,"Agriculture, forestry, fishing and hunting",3.0,8025,(D)
2017,Crowley,Real estate and rental and leasing,56.0,8025,(D)
2017,Crowley,Government and government enterprises,83.0,8025,2.9
2017,Custer,All industry total,1.0,8027,0.7
2017,Custer,Private industries,2.0,8027,0.5
2017,Custer,"Agriculture, forestry, fishing and hunting",3.0,8027,106.8
2017,Custer,Real estate and rental and leasing,56.0,8027,9.9
2017,Custer,Government and government enterprises,83.0,8027,2.3
2017,Delta,All industry total,1.0,8029,2.4
2017,Delta,Private industries,2.0,8029,1
2017,Delta,"Agriculture, forestry, fishing and hunting",3.0,8029,-56.3
2017,Delta,Real estate and rental and leasing,56.0,8029,6.5
2017,Delta,Government and government enterprises,83.0,8029,8.1
2017,Denver,All industry total,1.0,8031,5.5
2017,Denver,Private industries,2.0,8031,5.7
2017,Denver,"Agriculture, forestry, fishing and hunting",3.0,8031,63.8
2017,Denver,Real estate and rental and leasing,56.0,8031,10.3
2017,Denver,Government and government enterprises,83.0,8031,4.6
2017,Dolores,All industry total,1.0,8033,9.3
2017,Dolores,Private industries,2.0,8033,10
2017,Dolores,"Agriculture, forestry, fishing and hunting",3.0,8033,-20.7
2017,Dolores,Real estate and rental and leasing,56.0,8033,(D)
2017,Dolores,Government and government enterprises,83.0,8033,3.6
2017,Douglas,All industry total,1.0,8035,6.7
2017,Douglas,Private industries,2.0,8035,6.7
2017,Douglas,"Agriculture, forestry, fishing and hunting",3.0,8035,89.9
2017,Douglas,Real estate and rental and leasing,56.0,8035,8.4
2017,Douglas,Government and government enterprises,83.0,8035,7.8
2017,Eagle,All industry total,1.0,8037,5.7
2017,Eagle,Private industries,2.0,8037,5.5
2017,Eagle,"Agriculture, forestry, fishing and hunting",3.0,8037,87.7
2017,Eagle,Real estate and rental and leasing,56.0,8037,8.6
2017,Eagle,Government and government enterprises,83.0,8037,9
2017,Elbert,All industry total,1.0,8039,11.5
2017,Elbert,Private industries,2.0,8039,12.5
2017,Elbert,"Agriculture, forestry, fishing and hunting",3.0,8039,133.8
2017,Elbert,Real estate and rental and leasing,56.0,8039,8.6
2017,Elbert,Government and government enterprises,83.0,8039,3.8
2017,Fremont,All industry total,1.0,8043,3.5
2017,Fremont,Private industries,2.0,8043,3.4
2017,Fremont,"Agriculture, forestry, fishing and hunting",3.0,8043,(D)
2017,Fremont,Real estate and rental and leasing,56.0,8043,6.6
2017,Fremont,Government and government enterprises,83.0,8043,3.7
2017,Garfield,All industry total,1.0,8045,7.9
2017,Garfield,Private industries,2.0,8045,8.4
2017,Garfield,"Agriculture, forestry, fishing and hunting",3.0,8045,123
2017,Garfield,Real estate and rental and leasing,56.0,8045,6.6
2017,Garfield,Government and government enterprises,83.0,8045,4.5
2017,Gilpin,All industry total,1.0,8047,12.1
2017,Gilpin,Private industries,2.0,8047,12.5
2017,Gilpin,"Agriculture, forestry, fishing and hunting",3.0,8047,(D)
2017,Gilpin,Real estate and rental and leasing,56.0,8047,(D)
2017,Gilpin,Government and government enterprises,83.0,8047,4.5
2017,Grand,All industry total,1.0,8049,8.5
2017,Grand,Private industries,2.0,8049,9.4
2017,Grand,"Agriculture, forestry, fishing and hunting",3.0,8049,-55.3
2017,Grand,Real estate and rental and leasing,56.0,8049,7.6
2017,Grand,Government and government enterprises,83.0,8049,2.3
2017,Gunnison,All industry total,1.0,8051,12.8
2017,Gunnison,Private industries,2.0,8051,13.9
2017,Gunnison,"Agriculture, forestry, fishing and hunting",3.0,8051,242.1
2017,Gunnison,Real estate and rental and leasing,56.0,8051,7.7
2017,Gunnison,Government and government enterprises,83.0,8051,6.3
2017,Hinsdale,All industry total,1.0,8053,10.8
2017,Hinsdale,Private industries,2.0,8053,11.3
2017,Hinsdale,"Agriculture, forestry, fishing and hunting",3.0,8053,(D)
2017,Hinsdale,Real estate and rental and leasing,56.0,8053,(D)
2017,Hinsdale,Government and government enterprises,83.0,8053,7.1
2017,Huerfano,All industry total,1.0,8055,16.2
2017,Huerfano,Private industries,2.0,8055,18.4
2017,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,251
2017,Huerfano,Real estate and rental and leasing,56.0,8055,9.6
2017,Huerfano,Government and government enterprises,83.0,8055,-0.9
2017,Jackson,All industry total,1.0,8057,20.7
2017,Jackson,Private industries,2.0,8057,23.7
2017,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,35.3
2017,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2017,Jackson,Government and government enterprises,83.0,8057,1.5
2017,Jefferson,All industry total,1.0,8059,5
2017,Jefferson,Private industries,2.0,8059,5.1
2017,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,-30.1
2017,Jefferson,Real estate and rental and leasing,56.0,8059,8
2017,Jefferson,Government and government enterprises,83.0,8059,4.2
2017,Kiowa,All industry total,1.0,8061,17.6
2017,Kiowa,Private industries,2.0,8061,22.1
2017,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,65.6
2017,Kiowa,Real estate and rental and leasing,56.0,8061,12.8
2017,Kiowa,Government and government enterprises,83.0,8061,4.9
2017,Lake,All industry total,1.0,8065,15.9
2017,Lake,Private industries,2.0,8065,18.2
2017,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2017,Lake,Real estate and rental and leasing,56.0,8065,7.2
2017,Lake,Government and government enterprises,83.0,8065,4.5
2017,Larimer,All industry total,1.0,8069,9
2017,Larimer,Private industries,2.0,8069,9.5
2017,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,-56.9
2017,Larimer,Real estate and rental and leasing,56.0,8069,7.8
2017,Larimer,Government and government enterprises,83.0,8069,6.8
2017,Lincoln,All industry total,1.0,8073,6.3
2017,Lincoln,Private industries,2.0,8073,5.8
2017,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,-10.5
2017,Lincoln,Real estate and rental and leasing,56.0,8073,17.4
2017,Lincoln,Government and government enterprises,83.0,8073,8.2
2017,Logan,All industry total,1.0,8075,-10.2
2017,Logan,Private industries,2.0,8075,-12.2
2017,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,-39.7
2017,Logan,Real estate and rental and leasing,56.0,8075,9.6
2017,Logan,Government and government enterprises,83.0,8075,4.1
2017,Mesa,All industry total,1.0,8077,6.8
2017,Mesa,Private industries,2.0,8077,7.4
2017,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,152.7
2017,Mesa,Real estate and rental and leasing,56.0,8077,5
2017,Mesa,Government and government enterprises,83.0,8077,3.1
2017,Mineral,All industry total,1.0,8079,5.1
2017,Mineral,Private industries,2.0,8079,4.8
2017,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2017,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2017,Mineral,Government and government enterprises,83.0,8079,8.7
2017,Moffat,All industry total,1.0,8081,2.8
2017,Moffat,Private industries,2.0,8081,2.7
2017,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,-27.2
2017,Moffat,Real estate and rental and leasing,56.0,8081,7.5
2017,Moffat,Government and government enterprises,83.0,8081,3.8
2017,Montezuma,All industry total,1.0,8083,16.8
2017,Montezuma,Private industries,2.0,8083,19
2017,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,59.4
2017,Montezuma,Real estate and rental and leasing,56.0,8083,6.8
2017,Montezuma,Government and government enterprises,83.0,8083,2.6
2017,Montrose,All industry total,1.0,8085,6
2017,Montrose,Private industries,2.0,8085,6.2
2017,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,26.6
2017,Montrose,Real estate and rental and leasing,56.0,8085,7.7
2017,Montrose,Government and government enterprises,83.0,8085,5.2
2017,Morgan,All industry total,1.0,8087,2.1
2017,Morgan,Private industries,2.0,8087,1.8
2017,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,-31.1
2017,Morgan,Real estate and rental and leasing,56.0,8087,7.9
2017,Morgan,Government and government enterprises,83.0,8087,6
2017,Otero,All industry total,1.0,8089,2.8
2017,Otero,Private industries,2.0,8089,3
2017,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,-25.3
2017,Otero,Real estate and rental and leasing,56.0,8089,7.8
2017,Otero,Government and government enterprises,83.0,8089,1.8
2017,Ouray,All industry total,1.0,8091,2.1
2017,Ouray,Private industries,2.0,8091,1.6
2017,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2017,Ouray,Real estate and rental and leasing,56.0,8091,6
2017,Ouray,Government and government enterprises,83.0,8091,6
2017,Park,All industry total,1.0,8093,7.5
2017,Park,Private industries,2.0,8093,7.9
2017,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,146.1
2017,Park,Real estate and rental and leasing,56.0,8093,8.1
2017,Park,Government and government enterprises,83.0,8093,4.2
2017,Phillips,All industry total,1.0,8095,-7.4
2017,Phillips,Private industries,2.0,8095,-10.4
2017,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,-69.7
2017,Phillips,Real estate and rental and leasing,56.0,8095,(D)
2017,Phillips,Government and government enterprises,83.0,8095,6.8
2017,Pitkin,All industry total,1.0,8097,4.3
2017,Pitkin,Private industries,2.0,8097,4
2017,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2017,Pitkin,Real estate and rental and leasing,56.0,8097,-0.4
2017,Pitkin,Government and government enterprises,83.0,8097,7.7
2017,Prowers,All industry total,1.0,8099,-5.9
2017,Prowers,Private industries,2.0,8099,-7.4
2017,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,-31.1
2017,Prowers,Real estate and rental and leasing,56.0,8099,8
2017,Prowers,Government and government enterprises,83.0,8099,2.9
2017,Pueblo,All industry total,1.0,8101,4.6
2017,Pueblo,Private industries,2.0,8101,4.6
2017,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,112.9
2017,Pueblo,Real estate and rental and leasing,56.0,8101,7.4
2017,Pueblo,Government and government enterprises,83.0,8101,4.4
2017,Routt,All industry total,1.0,8107,7.3
2017,Routt,Private industries,2.0,8107,6.6
2017,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,(D)
2017,Routt,Real estate and rental and leasing,56.0,8107,7.7
2017,Routt,Government and government enterprises,83.0,8107,14.7
2017,Saguache,All industry total,1.0,8109,-1.2
2017,Saguache,Private industries,2.0,8109,-2.1
2017,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,-15.9
2017,Saguache,Real estate and rental and leasing,56.0,8109,(D)
2017,Saguache,Government and government enterprises,83.0,8109,3.9
2017,Sedgwick,All industry total,1.0,8115,-25.3
2017,Sedgwick,Private industries,2.0,8115,-30.8
2017,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,(D)
2017,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2017,Sedgwick,Government and government enterprises,83.0,8115,-0.4
2017,Summit,All industry total,1.0,8117,10.2
2017,Summit,Private industries,2.0,8117,10.7
2017,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2017,Summit,Real estate and rental and leasing,56.0,8117,9.1
2017,Summit,Government and government enterprises,83.0,8117,5.1
2017,Teller,All industry total,1.0,8119,11.5
2017,Teller,Private industries,2.0,8119,12.9
2017,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2017,Teller,Real estate and rental and leasing,56.0,8119,8.4
2017,Teller,Government and government enterprises,83.0,8119,-1.9
2017,Washington,All industry total,1.0,8121,1.4
2017,Washington,Private industries,2.0,8121,1.3
2017,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,-43.1
2017,Washington,Real estate and rental and leasing,56.0,8121,10.2
2017,Washington,Government and government enterprises,83.0,8121,2.2
2017,Weld,All industry total,1.0,8123,14.8
2017,Weld,Private industries,2.0,8123,15.5
2017,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,12.1
2017,Weld,Real estate and rental and leasing,56.0,8123,7.5
2017,Weld,Government and government enterprises,83.0,8123,6.7
2017,Yuma,All industry total,1.0,8125,-27.7
2017,Yuma,Private industries,2.0,8125,-31
2017,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,-84.8
2017,Yuma,Real estate and rental and leasing,56.0,8125,6.9
2017,Yuma,Government and government enterprises,83.0,8125,3.5
2018,Adams,All industry total,1.0,8001,8.9
2018,Adams,Private industries,2.0,8001,8.7
2018,Adams,"Agriculture, forestry, fishing and hunting",3.0,8001,(D)
2018,Adams,Real estate and rental and leasing,56.0,8001,7.3
2018,Adams,Government and government enterprises,83.0,8001,10
2018,Alamosa,All industry total,1.0,8003,8
2018,Alamosa,Private industries,2.0,8003,9.5
2018,Alamosa,"Agriculture, forestry, fishing and hunting",3.0,8003,309.5
2018,Alamosa,Real estate and rental and leasing,56.0,8003,6.7
2018,Alamosa,Government and government enterprises,83.0,8003,1.9
2018,Arapahoe,All industry total,1.0,8005,6.7
2018,Arapahoe,Private industries,2.0,8005,6.8
2018,Arapahoe,"Agriculture, forestry, fishing and hunting",3.0,8005,-16.2
2018,Arapahoe,Real estate and rental and leasing,56.0,8005,5.8
2018,Arapahoe,Government and government enterprises,83.0,8005,5.5
2018,Archuleta,All industry total,1.0,8007,5.1
2018,Archuleta,Private industries,2.0,8007,4.4
2018,Archuleta,"Agriculture, forestry, fishing and hunting",3.0,8007,(D)
2018,Archuleta,Real estate and rental and leasing,56.0,8007,3.3
2018,Archuleta,Government and government enterprises,83.0,8007,9.7
2018,Baca,All industry total,1.0,8009,-15.1
2018,Baca,Private industries,2.0,8009,-19.6
2018,Baca,"Agriculture, forestry, fishing and hunting",3.0,8009,-49
2018,Baca,Real estate and rental and leasing,56.0,8009,(D)
2018,Baca,Government and government enterprises,83.0,8009,4.4
2018,Bent,All industry total,1.0,8011,2.6
2018,Bent,Private industries,2.0,8011,1.9
2018,Bent,"Agriculture, forestry, fishing and hunting",3.0,8011,149.9
2018,Bent,Real estate and rental and leasing,56.0,8011,(D)
2018,Bent,Government and government enterprises,83.0,8011,6.2
2018,Boulder,All industry total,1.0,8013,4.9
2018,Boulder,Private industries,2.0,8013,5
2018,Boulder,"Agriculture, forestry, fishing and hunting",3.0,8013,-8.6
2018,Boulder,Real estate and rental and leasing,56.0,8013,2.9
2018,Boulder,Government and government enterprises,83.0,8013,3.9
2018,Broomfield,All industry total,1.0,8014,-3.4
2018,Broomfield,Private industries,2.0,8014,-3.6
2018,Broomfield,"Agriculture, forestry, fishing and hunting",3.0,8014,(D)
2018,Broomfield,Real estate and rental and leasing,56.0,8014,4.8
2018,Broomfield,Government and government enterprises,83.0,8014,5.1
2018,Chaffee,All industry total,1.0,8015,8.7
2018,Chaffee,Private industries,2.0,8015,8.7
2018,Chaffee,"Agriculture, forestry, fishing and hunting",3.0,8015,36.3
2018,Chaffee,Real estate and rental and leasing,56.0,8015,8.8
2018,Chaffee,Government and government enterprises,83.0,8015,9.1
2018,Cheyenne,All industry total,1.0,8017,7.3
2018,Cheyenne,Private industries,2.0,8017,8.3
2018,Cheyenne,"Agriculture, forestry, fishing and hunting",3.0,8017,-14.7
2018,Cheyenne,Real estate and rental and leasing,56.0,8017,(D)
2018,Cheyenne,Government and government enterprises,83.0,8017,0
2018,Conejos,All industry total,1.0,8021,8
2018,Conejos,Private industries,2.0,8021,9
2018,Conejos,"Agriculture, forestry, fishing and hunting",3.0,8021,16.1
2018,Conejos,Real estate and rental and leasing,56.0,8021,(D)
2018,Conejos,Government and government enterprises,83.0,8021,1.7
2018,Costilla,All industry total,1.0,8023,5.7
2018,Costilla,Private industries,2.0,8023,6.5
2018,Costilla,"Agriculture, forestry, fishing and hunting",3.0,8023,-29.8
2018,Costilla,Real estate and rental and leasing,56.0,8023,5.9
2018,Costilla,Government and government enterprises,83.0,8023,2.4
2018,Crowley,All industry total,1.0,8025,9.4
2018,Crowley,Private industries,2.0,8025,11.3
2018,Crowley,"Agriculture, forestry, fishing and hunting",3.0,8025,(D)
2018,Crowley,Real estate and rental and leasing,56.0,8025,(D)
2018,Crowley,Government and government enterprises,83.0,8025,4.4
2018,Custer,All industry total,1.0,8027,8.2
2018,Custer,Private industries,2.0,8027,9
2018,Custer,"Agriculture, forestry, fishing and hunting",3.0,8027,138.5
2018,Custer,Real estate and rental and leasing,56.0,8027,(D)
2018,Custer,Government and government enterprises,83.0,8027,2.7
2018,Delta,All industry total,1.0,8029,8.8
2018,Delta,Private industries,2.0,8029,10.5
2018,Delta,"Agriculture, forestry, fishing and hunting",3.0,8029,33.6
2018,Delta,Real estate and rental and leasing,56.0,8029,21
2018,Delta,Government and government enterprises,83.0,8029,2.7
2018,Denver,All industry total,1.0,8031,7
2018,Denver,Private industries,2.0,8031,7.4
2018,Denver,"Agriculture, forestry, fishing and hunting",3.0,8031,31.9
2018,Denver,Real estate and rental and leasing,56.0,8031,7.6
2018,Denver,Government and government enterprises,83.0,8031,3
2018,Dolores,All industry total,1.0,8033,-5.8
2018,Dolores,Private industries,2.0,8033,-6.8
2018,Dolores,"Agriculture, forestry, fishing and hunting",3.0,8033,91
2018,Dolores,Real estate and rental and leasing,56.0,8033,(D)
2018,Dolores,Government and government enterprises,83.0,8033,3.8
2018,Douglas,All industry total,1.0,8035,9.1
2018,Douglas,Private industries,2.0,8035,9.4
2018,Douglas,"Agriculture, forestry, fishing and hunting",3.0,8035,-30.5
2018,Douglas,Real estate and rental and leasing,56.0,8035,7.6
2018,Douglas,Government and government enterprises,83.0,8035,4
2018,Eagle,All industry total,1.0,8037,6.7
2018,Eagle,Private industries,2.0,8037,6.9
2018,Eagle,"Agriculture, forestry, fishing and hunting",3.0,8037,-29.6
2018,Eagle,Real estate and rental and leasing,56.0,8037,3.6
2018,Eagle,Government and government enterprises,83.0,8037,4.2
2018,Elbert,All industry total,1.0,8039,15.3
2018,Elbert,Private industries,2.0,8039,16.1
2018,Elbert,"Agriculture, forestry, fishing and hunting",3.0,8039,-20.3
2018,Elbert,Real estate and rental and leasing,56.0,8039,8.9
2018,Elbert,Government and government enterprises,83.0,8039,8.6
2018,Fremont,All industry total,1.0,8043,6
2018,Fremont,Private industries,2.0,8043,6.9
2018,Fremont,"Agriculture, forestry, fishing and hunting",3.0,8043,(D)
2018,Fremont,Real estate and rental and leasing,56.0,8043,7.2
2018,Fremont,Government and government enterprises,83.0,8043,4.3
2018,Garfield,All industry total,1.0,8045,6
2018,Garfield,Private industries,2.0,8045,6.2
2018,Garfield,"Agriculture, forestry, fishing and hunting",3.0,8045,-41.8
2018,Garfield,Real estate and rental and leasing,56.0,8045,7.6
2018,Garfield,Government and government enterprises,83.0,8045,4.6
2018,Gilpin,All industry total,1.0,8047,-5.5
2018,Gilpin,Private industries,2.0,8047,-6.2
2018,Gilpin,"Agriculture, forestry, fishing and hunting",3.0,8047,(D)
2018,Gilpin,Real estate and rental and leasing,56.0,8047,(D)
2018,Gilpin,Government and government enterprises,83.0,8047,5.9
2018,Grand,All industry total,1.0,8049,6.5
2018,Grand,Private industries,2.0,8049,6.4
2018,Grand,"Agriculture, forestry, fishing and hunting",3.0,8049,(D)
2018,Grand,Real estate and rental and leasing,56.0,8049,7
2018,Grand,Government and government enterprises,83.0,8049,7.1
2018,Gunnison,All industry total,1.0,8051,4.3
2018,Gunnison,Private industries,2.0,8051,3.8
2018,Gunnison,"Agriculture, forestry, fishing and hunting",3.0,8051,-25.5
2018,Gunnison,Real estate and rental and leasing,56.0,8051,5.7
2018,Gunnison,Government and government enterprises,83.0,8051,6.9
2018,Hinsdale,All industry total,1.0,8053,4.1
2018,Hinsdale,Private industries,2.0,8053,4.5
2018,Hinsdale,"Agriculture, forestry, fishing and hunting",3.0,8053,(D)
2018,Hinsdale,Real estate and rental and leasing,56.0,8053,(D)
2018,Hinsdale,Government and government enterprises,83.0,8053,0.7
2018,Huerfano,All industry total,1.0,8055,6.4
2018,Huerfano,Private industries,2.0,8055,6.4
2018,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,-35.7
2018,Huerfano,Real estate and rental and leasing,56.0,8055,8.9
2018,Huerfano,Government and government enterprises,83.0,8055,6.4
2018,Jackson,All industry total,1.0,8057,29.5
2018,Jackson,Private industries,2.0,8057,32.2
2018,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,12.9
2018,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2018,Jackson,Government and government enterprises,83.0,8057,9.2
2018,Jefferson,All industry total,1.0,8059,6.5
2018,Jefferson,Private industries,2.0,8059,6.7
2018,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,71
2018,Jefferson,Real estate and rental and leasing,56.0,8059,7.3
2018,Jefferson,Government and government enterprises,83.0,8059,4.6
2018,Kiowa,All industry total,1.0,8061,4
2018,Kiowa,Private industries,2.0,8061,2.7
2018,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,-31.1
2018,Kiowa,Real estate and rental and leasing,56.0,8061,5.2
2018,Kiowa,Government and government enterprises,83.0,8061,8.1
2018,Lake,All industry total,1.0,8065,7.5
2018,Lake,Private industries,2.0,8065,7.9
2018,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2018,Lake,Real estate and rental and leasing,56.0,8065,7.2
2018,Lake,Government and government enterprises,83.0,8065,5.3
2018,Larimer,All industry total,1.0,8069,7.1
2018,Larimer,Private industries,2.0,8069,7.3
2018,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,263.9
2018,Larimer,Real estate and rental and leasing,56.0,8069,10.1
2018,Larimer,Government and government enterprises,83.0,8069,6.4
2018,Lincoln,All industry total,1.0,8073,3
2018,Lincoln,Private industries,2.0,8073,2.9
2018,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,8.9
2018,Lincoln,Real estate and rental and leasing,56.0,8073,13.4
2018,Lincoln,Government and government enterprises,83.0,8073,3.5
2018,Logan,All industry total,1.0,8075,-1
2018,Logan,Private industries,2.0,8075,-1.9
2018,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,-21.6
2018,Logan,Real estate and rental and leasing,56.0,8075,7
2018,Logan,Government and government enterprises,83.0,8075,4.3
2018,Mesa,All industry total,1.0,8077,7.3
2018,Mesa,Private industries,2.0,8077,7.5
2018,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,-38.7
2018,Mesa,Real estate and rental and leasing,56.0,8077,6
2018,Mesa,Government and government enterprises,83.0,8077,5.8
2018,Mineral,All industry total,1.0,8079,9.7
2018,Mineral,Private industries,2.0,8079,9.7
2018,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2018,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2018,Mineral,Government and government enterprises,83.0,8079,9.6
2018,Moffat,All industry total,1.0,8081,-2.4
2018,Moffat,Private industries,2.0,8081,-2.8
2018,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,-1.2
2018,Moffat,Real estate and rental and leasing,56.0,8081,8.5
2018,Moffat,Government and government enterprises,83.0,8081,1.8
2018,Montezuma,All industry total,1.0,8083,-0.8
2018,Montezuma,Private industries,2.0,8083,-1.3
2018,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,-23.4
2018,Montezuma,Real estate and rental and leasing,56.0,8083,6.8
2018,Montezuma,Government and government enterprises,83.0,8083,3.3
2018,Montrose,All industry total,1.0,8085,9.4
2018,Montrose,Private industries,2.0,8085,10.6
